time,lat,lon,mrt,utci
2013-04-01 00:00:00,27.5,85.5,279.25336,283.92667
2013-04-01 00:00:00,27.5,85.75,276.9348,281.28345
2013-04-01 00:00:00,27.5,86.0,276.9348,281.28345
2013-04-01 00:00:00,27.5,86.25,274.42062,278.85956
2013-04-01 00:00:00,27.5,86.5,270.69693,277.8868
2013-04-01 00:00:00,27.5,86.75,266.07736,275.25085
2013-04-01 00:00:00,27.5,87.0,263.0594,271.2014
2013-04-01 00:00:00,27.5,87.25,263.45978,269.37582
2013-04-01 00:00:00,27.5,87.5,265.41882,272.88293
2013-04-01 00:00:00,27.5,87.75,267.20755,275.98242
2013-04-01 00:00:00,27.5,88.0,269.44067,275.91757
2013-04-01 00:00:00,27.5,88.25,269.44067,275.91757
2013-04-01 00:00:00,27.5,88.5,272.39413,277.42838
2013-04-01 00:00:00,27.5,88.75,272.9984,278.57437
2013-04-01 00:00:00,27.5,89.0,269.14038,273.00378
2013-04-01 00:00:00,27.5,89.25,266.52188,269.8062
2013-04-01 00:00:00,27.5,89.5,268.91394,273.0491
2013-04-01 00:00:00,27.5,89.75,272.73892,275.64685
2013-04-01 00:00:00,27.5,90.0,275.58896,279.20715
2013-04-01 00:00:00,27.25,85.5,283.30893,288.5853
2013-04-01 00:00:00,27.25,85.75,282.48184,287.80188
2013-04-01 00:00:00,27.25,86.0,282.48184,287.80188
2013-04-01 00:00:00,27.25,86.25,280.77255,286.29724
2013-04-01 00:00:00,27.25,86.5,278.17963,283.6986
2013-04-01 00:00:00,27.25,86.75,276.38284,281.81705
2013-04-01 00:00:00,27.25,87.0,274.18384,278.96005
2013-04-01 00:00:00,27.25,87.25,273.0187,277.9927
2013-04-01 00:00:00,27.25,87.5,273.00055,279.91806
2013-04-01 00:00:00,27.25,87.75,273.21497,279.756
2013-04-01 00:00:00,27.25,88.0,274.10623,279.06232
2013-04-01 00:00:00,27.25,88.25,274.10623,279.06232
2013-04-01 00:00:00,27.25,88.5,276.59375,281.48547
2013-04-01 00:00:00,27.25,88.75,278.06592,282.43048
2013-04-01 00:00:00,27.25,89.0,274.93158,279.49698
2013-04-01 00:00:00,27.25,89.25,271.40378,278.0755
2013-04-01 00:00:00,27.25,89.5,271.24155,276.8343
2013-04-01 00:00:00,27.25,89.75,271.8447,275.58023
2013-04-01 00:00:00,27.25,90.0,274.09912,279.73053
2013-04-01 00:00:00,27.0,85.5,283.30893,288.5853
2013-04-01 00:00:00,27.0,85.75,282.48184,287.80188
2013-04-01 00:00:00,27.0,86.0,282.48184,287.80188
2013-04-01 00:00:00,27.0,86.25,280.77255,286.29724
2013-04-01 00:00:00,27.0,86.5,278.17963,283.6986
2013-04-01 00:00:00,27.0,86.75,276.38284,281.81705
2013-04-01 00:00:00,27.0,87.0,274.18384,278.96005
2013-04-01 00:00:00,27.0,87.25,273.0187,277.9927
2013-04-01 00:00:00,27.0,87.5,273.00055,279.91806
2013-04-01 00:00:00,27.0,87.75,273.21497,279.756
2013-04-01 00:00:00,27.0,88.0,274.10623,279.06232
2013-04-01 00:00:00,27.0,88.25,274.10623,279.06232
2013-04-01 00:00:00,27.0,88.5,276.59375,281.48547
2013-04-01 00:00:00,27.0,88.75,278.06592,282.43048
2013-04-01 00:00:00,27.0,89.0,274.93158,279.49698
2013-04-01 00:00:00,27.0,89.25,271.40378,278.0755
2013-04-01 00:00:00,27.0,89.5,271.24155,276.8343
2013-04-01 00:00:00,27.0,89.75,271.8447,275.58023
2013-04-01 00:00:00,27.0,90.0,274.09912,279.73053
2013-04-01 00:00:00,26.75,85.5,284.67273,287.73334
2013-04-01 00:00:00,26.75,85.75,283.97437,289.12735
2013-04-01 00:00:00,26.75,86.0,283.97437,289.12735
2013-04-01 00:00:00,26.75,86.25,283.55994,288.35428
2013-04-01 00:00:00,26.75,86.5,283.23053,288.36636
2013-04-01 00:00:00,26.75,86.75,282.5575,287.4254
2013-04-01 00:00:00,26.75,87.0,281.58017,286.2141
2013-04-01 00:00:00,26.75,87.25,280.54697,285.61133
2013-04-01 00:00:00,26.75,87.5,279.75903,285.10117
2013-04-01 00:00:00,26.75,87.75,279.2928,284.41174
2013-04-01 00:00:00,26.75,88.0,279.5965,284.5935
2013-04-01 00:00:00,26.75,88.25,279.5965,284.5935
2013-04-01 00:00:00,26.75,88.5,281.1166,286.10657
2013-04-01 00:00:00,26.75,88.75,282.3201,286.99426
2013-04-01 00:00:00,26.75,89.0,281.36948,286.18112
2013-04-01 00:00:00,26.75,89.25,280.26593,286.16968
2013-04-01 00:00:00,26.75,89.5,278.6961,284.5287
2013-04-01 00:00:00,26.75,89.75,277.2637,283.20483
2013-04-01 00:00:00,26.75,90.0,278.90784,285.2422
2013-04-01 00:00:00,26.5,85.5,286.11765,289.92233
2013-04-01 00:00:00,26.5,85.75,286.20898,290.00674
2013-04-01 00:00:00,26.5,86.0,286.20898,290.00674
2013-04-01 00:00:00,26.5,86.25,285.4333,289.60175
2013-04-01 00:00:00,26.5,86.5,284.78818,288.73538
2013-04-01 00:00:00,26.5,86.75,284.63257,288.60126
2013-04-01 00:00:00,26.5,87.0,283.77368,287.80618
2013-04-01 00:00:00,26.5,87.25,283.2144,287.7424
2013-04-01 00:00:00,26.5,87.5,282.94418,288.07416
2013-04-01 00:00:00,26.5,87.75,282.74426,287.88315
2013-04-01 00:00:00,26.5,88.0,282.9343,288.02008
2013-04-01 00:00:00,26.5,88.25,282.9343,288.02008
2013-04-01 00:00:00,26.5,88.5,283.09082,289.07178
2013-04-01 00:00:00,26.5,88.75,282.76743,289.19815
2013-04-01 00:00:00,26.5,89.0,282.9303,287.6041
2013-04-01 00:00:00,26.5,89.25,283.6003,287.53238
2013-04-01 00:00:00,26.5,89.5,283.6999,288.64035
2013-04-01 00:00:00,26.5,89.75,283.92206,288.91888
2013-04-01 00:00:00,26.5,90.0,283.70215,289.19235
2013-04-01 00:00:00,26.25,85.5,285.88477,290.03625
