time,lat,lon,mrt,utci,MRT_Celsius,UTCI_Celsius
2020-06-16 00:00:00,27.5,85.5,294.6416,295.16467,21.491600000000005,22.014670000000024
2020-06-16 00:00:00,27.5,85.75,294.1467,296.13794,20.996700000000033,22.987940000000037
2020-06-16 00:00:00,27.5,86.0,294.1467,296.13794,20.996700000000033,22.987940000000037
2020-06-16 00:00:00,27.5,86.25,292.63202,294.0982,19.482020000000034,20.948200000000043
2020-06-16 00:00:00,27.5,86.5,290.988,292.68237,17.838000000000022,19.532370000000014
2020-06-16 00:00:00,27.5,86.75,289.23743,291.54752,16.08743000000004,18.397520000000043
2020-06-16 00:00:00,27.5,87.0,287.9312,290.5583,14.781200000000013,17.408299999999997
2020-06-16 00:00:00,27.5,87.25,287.43805,291.674,14.288049999999998,18.524
2020-06-16 00:00:00,27.5,87.5,286.82782,292.1053,13.677819999999997,18.955300000000022
2020-06-16 00:00:00,27.5,87.75,285.901,289.60684,12.751000000000033,16.45684
2020-06-16 00:00:00,27.5,88.0,285.86914,288.0759,12.719140000000039,14.925900000000013
2020-06-16 00:00:00,27.5,88.25,285.86914,288.0759,12.719140000000039,14.925900000000013
2020-06-16 00:00:00,27.5,88.5,287.0739,289.75504,13.923900000000003,16.60504000000003
2020-06-16 00:00:00,27.5,88.75,287.01086,289.59308,13.860860000000002,16.44308000000001
2020-06-16 00:00:00,27.5,89.0,284.10684,285.25693,10.95684,12.106930000000034
2020-06-16 00:00:00,27.5,89.25,282.71878,283.34708,9.568780000000004,10.197080000000028
2020-06-16 00:00:00,27.5,89.5,284.52194,285.84897,11.371939999999995,12.698970000000031
2020-06-16 00:00:00,27.5,89.75,286.4619,287.35843,13.311900000000037,14.208430000000021
2020-06-16 00:00:00,27.5,90.0,288.325,289.084,15.175000000000011,15.934000000000026
2020-06-16 00:00:00,27.25,85.5,296.8397,296.38583,23.689700000000016,23.23583000000002
2020-06-16 00:00:00,27.25,85.75,296.2799,297.02353,23.12990000000002,23.873530000000017
2020-06-16 00:00:00,27.25,86.0,296.2799,297.02353,23.12990000000002,23.873530000000017
2020-06-16 00:00:00,27.25,86.25,295.39496,296.70624,22.24496000000005,23.556240000000003
2020-06-16 00:00:00,27.25,86.5,294.35776,296.50558,21.207760000000007,23.35558000000003
2020-06-16 00:00:00,27.25,86.75,293.70596,296.23285,20.555960000000027,23.082850000000008
2020-06-16 00:00:00,27.25,87.0,292.84787,295.1061,19.697870000000023,21.95610000000005
2020-06-16 00:00:00,27.25,87.25,292.2568,295.04083,19.10680000000002,21.89083000000005
2020-06-16 00:00:00,27.25,87.5,291.81564,294.9883,18.665639999999996,21.838300000000004
2020-06-16 00:00:00,27.25,87.75,291.11044,293.45285,17.960440000000006,20.302850000000035
2020-06-16 00:00:00,27.25,88.0,291.02927,292.68033,17.87927000000002,19.53033000000005
2020-06-16 00:00:00,27.25,88.25,291.02927,292.68033,17.87927000000002,19.53033000000005
2020-06-16 00:00:00,27.25,88.5,292.3403,294.6265,19.190300000000036,21.476500000000044
2020-06-16 00:00:00,27.25,88.75,292.76178,295.5627,19.61178000000001,22.41270000000003
2020-06-16 00:00:00,27.25,89.0,290.30304,292.48364,17.153040000000033,19.333640000000003
2020-06-16 00:00:00,27.25,89.25,288.69092,290.7626,15.540920000000028,17.612600000000043
2020-06-16 00:00:00,27.25,89.5,288.11182,289.7445,14.961820000000046,16.59450000000004
2020-06-16 00:00:00,27.25,89.75,288.34863,289.2405,15.198630000000037,16.09050000000002
2020-06-16 00:00:00,27.25,90.0,290.90567,292.10175,17.75567000000001,18.951750000000004
2020-06-16 00:00:00,27.0,85.5,296.8397,296.38583,23.689700000000016,23.23583000000002
2020-06-16 00:00:00,27.0,85.75,296.2799,297.02353,23.12990000000002,23.873530000000017
2020-06-16 00:00:00,27.0,86.0,296.2799,297.02353,23.12990000000002,23.873530000000017
2020-06-16 00:00:00,27.0,86.25,295.39496,296.70624,22.24496000000005,23.556240000000003
2020-06-16 00:00:00,27.0,86.5,294.35776,296.50558,21.207760000000007,23.35558000000003
2020-06-16 00:00:00,27.0,86.75,293.70596,296.23285,20.555960000000027,23.082850000000008
2020-06-16 00:00:00,27.0,87.0,292.84787,295.1061,19.697870000000023,21.95610000000005
2020-06-16 00:00:00,27.0,87.25,292.2568,295.04083,19.10680000000002,21.89083000000005
2020-06-16 00:00:00,27.0,87.5,291.81564,294.9883,18.665639999999996,21.838300000000004
2020-06-16 00:00:00,27.0,87.75,291.11044,293.45285,17.960440000000006,20.302850000000035
2020-06-16 00:00:00,27.0,88.0,291.02927,292.68033,17.87927000000002,19.53033000000005
2020-06-16 00:00:00,27.0,88.25,291.02927,292.68033,17.87927000000002,19.53033000000005
2020-06-16 00:00:00,27.0,88.5,292.3403,294.6265,19.190300000000036,21.476500000000044
2020-06-16 00:00:00,27.0,88.75,292.76178,295.5627,19.61178000000001,22.41270000000003
2020-06-16 00:00:00,27.0,89.0,290.30304,292.48364,17.153040000000033,19.333640000000003
2020-06-16 00:00:00,27.0,89.25,288.69092,290.7626,15.540920000000028,17.612600000000043
2020-06-16 00:00:00,27.0,89.5,288.11182,289.7445,14.961820000000046,16.59450000000004
2020-06-16 00:00:00,27.0,89.75,288.34863,289.2405,15.198630000000037,16.09050000000002
2020-06-16 00:00:00,27.0,90.0,290.90567,292.10175,17.75567000000001,18.951750000000004
2020-06-16 00:00:00,26.75,85.5,297.88968,297.54932,24.73968000000002,24.399320000000046
2020-06-16 00:00:00,26.75,85.75,297.61102,297.36768,24.46102000000002,24.21768000000003
2020-06-16 00:00:00,26.75,86.0,297.61102,297.36768,24.46102000000002,24.21768000000003
2020-06-16 00:00:00,26.75,86.25,297.22552,297.23297,24.07552000000004,24.082970000000046
2020-06-16 00:00:00,26.75,86.5,296.7748,297.61166,23.62480000000005,24.461659999999995
2020-06-16 00:00:00,26.75,86.75,296.42313,298.26492,23.273130000000037,25.11492000000004
2020-06-16 00:00:00,26.75,87.0,296.16415,298.81555,23.01415000000003,25.665549999999996
2020-06-16 00:00:00,26.75,87.25,295.75977,298.82928,22.609770000000026,25.679280000000006
2020-06-16 00:00:00,26.75,87.5,295.1666,298.01828,22.01660000000004,24.868280000000027
2020-06-16 00:00:00,26.75,87.75,294.66852,296.81363,21.518520000000024,23.663630000000012
2020-06-16 00:00:00,26.75,88.0,294.85593,296.4874,21.705930000000023,23.337400000000002
2020-06-16 00:00:00,26.75,88.25,294.85593,296.4874,21.705930000000023,23.337400000000002
2020-06-16 00:00:00,26.75,88.5,295.96927,298.28558,22.819270000000017,25.135580000000004
2020-06-16 00:00:00,26.75,88.75,296.7598,300.56586,23.609800000000007,27.41586000000001
2020-06-16 00:00:00,26.75,89.0,295.85526,300.2687,22.70526000000001,27.118700000000047
2020-06-16 00:00:00,26.75,89.25,294.67114,299.22528,21.521140000000003,26.07528000000002
2020-06-16 00:00:00,26.75,89.5,293.85944,297.339,20.70944000000003,24.18900000000002
2020-06-16 00:00:00,26.75,89.75,293.6815,295.85794,20.53150000000005,22.707940000000008
2020-06-16 00:00:00,26.75,90.0,295.13446,298.66406,21.984460000000013,25.51406000000003
2020-06-16 00:00:00,26.5,85.5,298.08554,297.54416,24.935540000000003,24.39416
2020-06-16 00:00:00,26.5,85.75,297.85938,297.1276,24.70938000000001,23.977599999999995
2020-06-16 00:00:00,26.5,86.0,297.85938,297.1276,24.70938000000001,23.977599999999995
2020-06-16 00:00:00,26.5,86.25,297.74332,297.1068,24.593320000000006,23.956800000000044
2020-06-16 00:00:00,26.5,86.5,297.59412,297.41583,24.444119999999998,24.26583000000005
2020-06-16 00:00:00,26.5,86.75,297.59314,298.2025,24.443140000000028,25.05250000000001
2020-06-16 00:00:00,26.5,87.0,297.79575,299.4121,24.64575000000002,26.262100000000032
2020-06-16 00:00:00,26.5,87.25,297.69733,299.3387,24.547330000000045,26.18870000000004
2020-06-16 00:00:00,26.5,87.5,297.39603,298.78168,24.24603000000002,25.631680000000017
2020-06-16 00:00:00,26.5,87.75,297.46884,299.4058,24.318840000000023,26.255800000000022
2020-06-16 00:00:00,26.5,88.0,297.77676,300.04584,24.626760000000047,26.89584000000002
2020-06-16 00:00:00,26.5,88.25,297.77676,300.04584,24.626760000000047,26.89584000000002
2020-06-16 00:00:00,26.5,88.5,297.9753,300.1549,24.825300000000027,27.00490000000002
2020-06-16 00:00:00,26.5,88.75,298.06195,300.9219,24.911950000000047,27.771900000000016
2020-06-16 00:00:00,26.5,89.0,297.81223,301.29248,24.662230000000022,28.142480000000035
2020-06-16 00:00:00,26.5,89.25,297.44373,301.1682,24.29373000000004,28.018200000000036
2020-06-16 00:00:00,26.5,89.5,297.49902,301.69324,24.349019999999996,28.543240000000026
2020-06-16 00:00:00,26.5,89.75,297.7106,301.7473,24.560600000000022,28.59730000000002
2020-06-16 00:00:00,26.5,90.0,298.2724,302.73523,25.122400000000027,29.585230000000024
2020-06-16 00:00:00,26.25,85.5,298.12134,297.51202,24.971339999999998,24.36202000000003
2020-06-16 00:00:00,26.25,85.75,298.06866,297.4718,24.918660000000045,24.321799999999996
2020-06-16 00:00:00,26.25,86.0,298.06866,297.4718,24.918660000000045,24.321799999999996
2020-06-16 00:00:00,26.25,86.25,298.07968,297.7212,24.92968000000002,24.571200000000033
2020-06-16 00:00:00,26.25,86.5,298.09003,298.21964,24.940030000000036,25.06964000000005
2020-06-16 00:00:00,26.25,86.75,298.14972,298.46902,24.999720000000025,25.319020000000023
2020-06-16 00:00:00,26.25,87.0,298.15927,298.66275,25.009270000000015,25.51275000000004
2020-06-16 00:00:00,26.25,87.25,298.16412,298.61594,25.014120000000048,25.465940000000046
2020-06-16 00:00:00,26.25,87.5,298.1298,298.63846,24.97980000000001,25.488460000000032
2020-06-16 00:00:00,26.25,87.75,298.16312,299.123,25.013120000000015,25.973000000000013
2020-06-16 00:00:00,26.25,88.0,298.2586,299.65936,25.108600000000024,26.509360000000015
2020-06-16 00:00:00,26.25,88.25,298.2586,299.65936,25.108600000000024,26.509360000000015
2020-06-16 00:00:00,26.25,88.5,298.3657,300.21747,25.215700000000027,27.067470000000014
2020-06-16 00:00:00,26.25,88.75,298.4837,300.79572,25.33370000000002,27.64572000000004
2020-06-16 00:00:00,26.25,89.0,298.47293,300.40292,25.322930000000042,27.252920000000017
2020-06-16 00:00:00,26.25,89.25,298.4507,300.03036,25.300700000000006,26.880359999999996
2020-06-16 00:00:00,26.25,89.5,298.69638,301.1638,25.54638,28.013800000000003
2020-06-16 00:00:00,26.25,89.75,298.88687,302.71646,25.73687000000001,29.566460000000006
2020-06-16 00:00:00,26.25,90.0,298.9835,303.42932,25.833500000000015,30.27932000000004
2020-06-16 00:00:00,26.0,85.5,298.18777,297.86435,25.037770000000023,24.714350000000024
2020-06-16 00:00:00,26.0,85.75,298.20102,297.85858,25.05102000000005,24.70858000000004
2020-06-16 00:00:00,26.0,86.0,298.20102,297.85858,25.05102000000005,24.70858000000004
2020-06-16 00:00:00,26.0,86.25,298.2192,297.98688,25.069200000000023,24.836880000000008
2020-06-16 00:00:00,26.0,86.5,298.32498,298.53674,25.174980000000005,25.38674000000003
2020-06-16 00:00:00,26.0,86.75,298.39337,298.8051,25.243370000000027,25.655100000000004
2020-06-16 00:00:00,26.0,87.0,298.3802,298.81586,25.230200000000025,25.66586000000001
2020-06-16 00:00:00,26.0,87.25,298.24652,298.79965,25.096519999999998,25.64965000000001
2020-06-16 00:00:00,26.0,87.5,298.01212,298.63925,24.862120000000004,25.489250000000027
2020-06-16 00:00:00,26.0,87.75,297.85748,298.36206,24.707480000000032,25.212060000000008
2020-06-16 00:00:00,26.0,88.0,297.93616,298.44687,24.786159999999995,25.296870000000013
2020-06-16 00:00:00,26.0,88.25,297.93616,298.44687,24.786159999999995,25.296870000000013
2020-06-16 00:00:00,26.0,88.5,298.1916,299.1043,25.041600000000017,25.954300000000046
2020-06-16 00:00:00,26.0,88.75,298.4298,299.8259,25.279800000000023,26.675900000000013
2020-06-16 00:00:00,26.0,89.0,298.55453,300.21292,25.404530000000022,27.06292000000002
2020-06-16 00:00:00,26.0,89.25,298.64865,300.52435,25.498649999999998,27.37435000000005
2020-06-16 00:00:00,26.0,89.5,298.6729,300.78094,25.52290000000005,27.63094000000001
2020-06-16 00:00:00,26.0,89.75,298.854,301.77432,25.704000000000008,28.62432000000001
2020-06-16 00:00:00,26.0,90.0,299.4853,303.39178,26.335300000000018,30.241780000000006
2020-06-16 00:00:00,25.75,85.5,298.19116,298.39517,25.041160000000048,25.24517000000003
2020-06-16 00:00:00,25.75,85.75,298.22296,298.53177,25.072960000000023,25.381770000000017
2020-06-16 00:00:00,25.75,86.0,298.22296,298.53177,25.072960000000023,25.381770000000017
2020-06-16 00:00:00,25.75,86.25,298.30005,298.57928,25.15005000000002,25.429280000000006
2020-06-16 00:00:00,25.75,86.5,298.43372,298.98022,25.283720000000017,25.830219999999997
2020-06-16 00:00:00,25.75,86.75,298.5138,299.16132,25.363800000000026,26.011320000000012
2020-06-16 00:00:00,25.75,87.0,298.5161,299.3981,25.366100000000017,26.248100000000022
2020-06-16 00:00:00,25.75,87.25,298.309,299.26074,25.15900000000005,26.11074000000002
2020-06-16 00:00:00,25.75,87.5,297.91934,299.11264,24.76934,25.96264000000002
2020-06-16 00:00:00,25.75,87.75,297.68295,299.06354,24.532950000000028,25.913540000000012
2020-06-16 00:00:00,25.75,88.0,297.76,299.02332,24.610000000000014,25.873320000000035
2020-06-16 00:00:00,25.75,88.25,297.76,299.02332,24.610000000000014,25.873320000000035
