time,lat,lon,mrt,utci,MRT_Celsius,UTCI_Celsius
2016-05-07 00:00:00,27.5,85.5,286.973,291.27026,13.823000000000036,18.12026000000003
2016-05-07 00:00:00,27.5,85.75,284.7852,289.18884,11.635199999999998,16.03884000000005
2016-05-07 00:00:00,27.5,86.0,284.7852,289.18884,11.635199999999998,16.03884000000005
2016-05-07 00:00:00,27.5,86.25,282.51776,286.91403,9.367760000000033,13.764030000000048
2016-05-07 00:00:00,27.5,86.5,278.98105,283.9086,5.831050000000005,10.758600000000001
2016-05-07 00:00:00,27.5,86.75,276.4248,281.2146,3.2748000000000275,8.064600000000041
2016-05-07 00:00:00,27.5,87.0,275.1369,279.50912,1.9869000000000483,6.3591200000000185
2016-05-07 00:00:00,27.5,87.25,275.29422,279.41107,2.1442200000000184,6.261070000000018
2016-05-07 00:00:00,27.5,87.5,275.77463,280.13474,2.6246300000000247,6.984740000000045
2016-05-07 00:00:00,27.5,87.75,276.29205,281.17184,3.14205000000004,8.021839999999997
2016-05-07 00:00:00,27.5,88.0,278.07736,282.14102,4.9273600000000215,8.991020000000049
2016-05-07 00:00:00,27.5,88.25,278.07736,282.14102,4.9273600000000215,8.991020000000049
2016-05-07 00:00:00,27.5,88.5,280.74185,284.0759,7.591850000000022,10.925900000000013
2016-05-07 00:00:00,27.5,88.75,280.56015,283.83075,7.410150000000044,10.680750000000046
2016-05-07 00:00:00,27.5,89.0,276.0639,276.29483,2.9139000000000124,3.144830000000013
2016-05-07 00:00:00,27.5,89.25,273.3488,272.6938,0.19880000000000564,-0.4561999999999671
2016-05-07 00:00:00,27.5,89.5,275.55652,276.31924,2.4065200000000004,3.169240000000002
2016-05-07 00:00:00,27.5,89.75,279.48895,280.6162,6.338950000000011,7.466200000000015
2016-05-07 00:00:00,27.5,90.0,283.6206,285.59683,10.470600000000047,12.446830000000034
2016-05-07 00:00:00,27.25,85.5,291.30386,296.1015,18.15386000000001,22.95150000000001
2016-05-07 00:00:00,27.25,85.75,290.30185,294.72272,17.151850000000024,21.572720000000004
2016-05-07 00:00:00,27.25,86.0,290.30185,294.72272,17.151850000000024,21.572720000000004
2016-05-07 00:00:00,27.25,86.25,288.77283,293.78262,15.622830000000022,20.63262000000003
2016-05-07 00:00:00,27.25,86.5,286.79254,291.5628,13.642539999999997,18.412800000000004
2016-05-07 00:00:00,27.25,86.75,286.04535,289.49957,12.895350000000008,16.34957000000003
2016-05-07 00:00:00,27.25,87.0,285.52118,287.55585,12.371180000000038,14.405850000000044
2016-05-07 00:00:00,27.25,87.25,285.2883,288.1204,12.138300000000015,14.97040000000004
2016-05-07 00:00:00,27.25,87.5,285.2393,288.697,12.089300000000037,15.547000000000025
2016-05-07 00:00:00,27.25,87.75,284.63947,287.90405,11.48947000000004,14.754050000000007
2016-05-07 00:00:00,27.25,88.0,284.67322,287.61084,11.523220000000038,14.460840000000019
2016-05-07 00:00:00,27.25,88.25,284.67322,287.61084,11.523220000000038,14.460840000000019
2016-05-07 00:00:00,27.25,88.5,286.09024,289.31613,12.940240000000017,16.16613000000001
2016-05-07 00:00:00,27.25,88.75,286.33142,290.0894,13.181420000000003,16.939400000000035
2016-05-07 00:00:00,27.25,89.0,283.9177,286.7438,10.767700000000048,13.593800000000044
2016-05-07 00:00:00,27.25,89.25,281.95718,284.84927,8.807180000000017,11.699270000000013
2016-05-07 00:00:00,27.25,89.5,282.104,284.37366,8.954000000000008,11.223659999999995
2016-05-07 00:00:00,27.25,89.75,283.07764,283.75412,9.927639999999997,10.604120000000023
2016-05-07 00:00:00,27.25,90.0,286.42685,288.07336,13.276850000000024,14.923360000000002
2016-05-07 00:00:00,27.0,85.5,291.30386,296.1015,18.15386000000001,22.95150000000001
2016-05-07 00:00:00,27.0,85.75,290.30185,294.72272,17.151850000000024,21.572720000000004
2016-05-07 00:00:00,27.0,86.0,290.30185,294.72272,17.151850000000024,21.572720000000004
2016-05-07 00:00:00,27.0,86.25,288.77283,293.78262,15.622830000000022,20.63262000000003
2016-05-07 00:00:00,27.0,86.5,286.79254,291.5628,13.642539999999997,18.412800000000004
2016-05-07 00:00:00,27.0,86.75,286.04535,289.49957,12.895350000000008,16.34957000000003
2016-05-07 00:00:00,27.0,87.0,285.52118,287.55585,12.371180000000038,14.405850000000044
2016-05-07 00:00:00,27.0,87.25,285.2883,288.1204,12.138300000000015,14.97040000000004
2016-05-07 00:00:00,27.0,87.5,285.2393,288.697,12.089300000000037,15.547000000000025
2016-05-07 00:00:00,27.0,87.75,284.63947,287.90405,11.48947000000004,14.754050000000007
2016-05-07 00:00:00,27.0,88.0,284.67322,287.61084,11.523220000000038,14.460840000000019
2016-05-07 00:00:00,27.0,88.25,284.67322,287.61084,11.523220000000038,14.460840000000019
2016-05-07 00:00:00,27.0,88.5,286.09024,289.31613,12.940240000000017,16.16613000000001
2016-05-07 00:00:00,27.0,88.75,286.33142,290.0894,13.181420000000003,16.939400000000035
2016-05-07 00:00:00,27.0,89.0,283.9177,286.7438,10.767700000000048,13.593800000000044
2016-05-07 00:00:00,27.0,89.25,281.95718,284.84927,8.807180000000017,11.699270000000013
2016-05-07 00:00:00,27.0,89.5,282.104,284.37366,8.954000000000008,11.223659999999995
