time,lat,lon,mrt,utci
2017-04-01 00:00:00,27.5,85.5,286.21753,290.46988
2017-04-01 00:00:00,27.5,85.75,285.0662,289.39703
2017-04-01 00:00:00,27.5,86.0,285.0662,289.39703
2017-04-01 00:00:00,27.5,86.25,283.5299,288.62888
2017-04-01 00:00:00,27.5,86.5,280.2537,285.46585
2017-04-01 00:00:00,27.5,86.75,276.44156,283.22772
2017-04-01 00:00:00,27.5,87.0,272.99448,279.30484
2017-04-01 00:00:00,27.5,87.25,272.72934,277.4466
2017-04-01 00:00:00,27.5,87.5,274.14587,278.08472
2017-04-01 00:00:00,27.5,87.75,275.53067,278.76746
2017-04-01 00:00:00,27.5,88.0,277.27313,280.0169
2017-04-01 00:00:00,27.5,88.25,277.27313,280.0169
2017-04-01 00:00:00,27.5,88.5,279.37857,282.5503
2017-04-01 00:00:00,27.5,88.75,279.1361,281.45953
2017-04-01 00:00:00,27.5,89.0,274.94965,274.5197
2017-04-01 00:00:00,27.5,89.25,272.49954,272.37115
2017-04-01 00:00:00,27.5,89.5,275.13556,275.91205
2017-04-01 00:00:00,27.5,89.75,278.534,280.7298
2017-04-01 00:00:00,27.5,90.0,281.47632,284.06976
2017-04-01 00:00:00,27.25,85.5,290.19806,294.31866
2017-04-01 00:00:00,27.25,85.75,289.34308,293.20486
2017-04-01 00:00:00,27.25,86.0,289.34308,293.20486
2017-04-01 00:00:00,27.25,86.25,288.48047,293.65146
2017-04-01 00:00:00,27.25,86.5,287.21588,292.06226
2017-04-01 00:00:00,27.25,86.75,286.32648,290.65796
2017-04-01 00:00:00,27.25,87.0,285.54913,288.81323
2017-04-01 00:00:00,27.25,87.25,285.5632,288.2795
2017-04-01 00:00:00,27.25,87.5,286.06445,288.64505
2017-04-01 00:00:00,27.25,87.75,286.23798,288.3997
2017-04-01 00:00:00,27.25,88.0,286.57004,288.6336
2017-04-01 00:00:00,27.25,88.25,286.57004,288.6336
2017-04-01 00:00:00,27.25,88.5,287.6736,290.5423
2017-04-01 00:00:00,27.25,88.75,287.77756,290.98776
2017-04-01 00:00:00,27.25,89.0,285.36554,287.3886
2017-04-01 00:00:00,27.25,89.25,283.51425,284.65112
