time,lat,lon,mrt,utci
2022-05-03 00:00:00,27.5,85.5,288.18637,290.96854
2022-05-03 00:00:00,27.5,85.75,286.80328,290.81552
2022-05-03 00:00:00,27.5,86.0,286.80328,290.81552
2022-05-03 00:00:00,27.5,86.25,284.55573,288.65753
2022-05-03 00:00:00,27.5,86.5,281.70883,285.5101
2022-05-03 00:00:00,27.5,86.75,278.7519,282.7485
2022-05-03 00:00:00,27.5,87.0,276.47812,280.98465
2022-05-03 00:00:00,27.5,87.25,275.42664,281.57538
2022-05-03 00:00:00,27.5,87.5,274.7369,281.76688
2022-05-03 00:00:00,27.5,87.75,274.0253,280.1496
2022-05-03 00:00:00,27.5,88.0,274.62952,279.69543
2022-05-03 00:00:00,27.5,88.25,274.62952,279.69543
2022-05-03 00:00:00,27.5,88.5,276.61053,282.04834
2022-05-03 00:00:00,27.5,88.75,276.71573,281.91287
2022-05-03 00:00:00,27.5,89.0,273.32278,275.76483
2022-05-03 00:00:00,27.5,89.25,271.2221,273.42917
2022-05-03 00:00:00,27.5,89.5,273.88364,277.3453
2022-05-03 00:00:00,27.5,89.75,277.7986,280.60245
2022-05-03 00:00:00,27.5,90.0,281.66666,284.04324
2022-05-03 00:00:00,27.25,85.5,291.43228,295.01364
2022-05-03 00:00:00,27.25,85.75,290.83572,295.50598
2022-05-03 00:00:00,27.25,86.0,290.83572,295.50598
2022-05-03 00:00:00,27.25,86.25,289.6407,294.34885
2022-05-03 00:00:00,27.25,86.5,287.69043,292.3073
2022-05-03 00:00:00,27.25,86.75,286.05185,289.82007
2022-05-03 00:00:00,27.25,87.0,283.9488,287.3304
2022-05-03 00:00:00,27.25,87.25,282.8801,286.1493
2022-05-03 00:00:00,27.25,87.5,282.77573,285.99036
2022-05-03 00:00:00,27.25,87.75,282.59158,285.6749
2022-05-03 00:00:00,27.25,88.0,282.95642,286.004
2022-05-03 00:00:00,27.25,88.25,282.95642,286.004
2022-05-03 00:00:00,27.25,88.5,284.65036,287.988
2022-05-03 00:00:00,27.25,88.75,285.50076,288.9647
2022-05-03 00:00:00,27.25,89.0,283.3245,286.29263
2022-05-03 00:00:00,27.25,89.25,281.07706,283.44818
2022-05-03 00:00:00,27.25,89.5,280.42816,281.46164
2022-05-03 00:00:00,27.25,89.75,280.68185,281.6121
2022-05-03 00:00:00,27.25,90.0,283.28128,284.83823
2022-05-03 00:00:00,27.0,85.5,291.43228,295.01364
2022-05-03 00:00:00,27.0,85.75,290.83572,295.50598
2022-05-03 00:00:00,27.0,86.0,290.83572,295.50598
2022-05-03 00:00:00,27.0,86.25,289.6407,294.34885
2022-05-03 00:00:00,27.0,86.5,287.69043,292.3073
2022-05-03 00:00:00,27.0,86.75,286.05185,289.82007
2022-05-03 00:00:00,27.0,87.0,283.9488,287.3304
2022-05-03 00:00:00,27.0,87.25,282.8801,286.1493
2022-05-03 00:00:00,27.0,87.5,282.77573,285.99036
2022-05-03 00:00:00,27.0,87.75,282.59158,285.6749
2022-05-03 00:00:00,27.0,88.0,282.95642,286.004
2022-05-03 00:00:00,27.0,88.25,282.95642,286.004
2022-05-03 00:00:00,27.0,88.5,284.65036,287.988
2022-05-03 00:00:00,27.0,88.75,285.50076,288.9647
2022-05-03 00:00:00,27.0,89.0,283.3245,286.29263
2022-05-03 00:00:00,27.0,89.25,281.07706,283.44818
2022-05-03 00:00:00,27.0,89.5,280.42816,281.46164
2022-05-03 00:00:00,27.0,89.75,280.68185,281.6121
2022-05-03 00:00:00,27.0,90.0,283.28128,284.83823
2022-05-03 00:00:00,26.75,85.5,292.84302,293.0954
2022-05-03 00:00:00,26.75,85.75,292.74255,292.8007
2022-05-03 00:00:00,26.75,86.0,292.74255,292.8007
2022-05-03 00:00:00,26.75,86.25,292.77716,293.233
2022-05-03 00:00:00,26.75,86.5,292.0834,293.62378
2022-05-03 00:00:00,26.75,86.75,291.23788,293.99603
2022-05-03 00:00:00,26.75,87.0,290.0963,293.82343
2022-05-03 00:00:00,26.75,87.25,289.209,293.0356
2022-05-03 00:00:00,26.75,87.5,288.6819,292.39105
2022-05-03 00:00:00,26.75,87.75,288.42874,291.40234
2022-05-03 00:00:00,26.75,88.0,288.82108,290.90384
2022-05-03 00:00:00,26.75,88.25,288.82108,290.90384
2022-05-03 00:00:00,26.75,88.5,290.10974,292.81696
2022-05-03 00:00:00,26.75,88.75,291.21423,295.41714
2022-05-03 00:00:00,26.75,89.0,290.65115,295.1834
2022-05-03 00:00:00,26.75,89.25,289.22894,293.55777
2022-05-03 00:00:00,26.75,89.5,288.2475,290.86502
2022-05-03 00:00:00,26.75,89.75,286.68326,289.65237
2022-05-03 00:00:00,26.75,90.0,287.90643,290.82953
2022-05-03 00:00:00,26.5,85.5,293.37296,290.92535
2022-05-03 00:00:00,26.5,85.75,293.3439,291.2838
