time,lat,lon,mrt,utci
2022-05-04 00:00:00,27.5,85.5,290.35077,292.65958
2022-05-04 00:00:00,27.5,85.75,289.34412,292.74594
2022-05-04 00:00:00,27.5,86.0,289.34412,292.74594
2022-05-04 00:00:00,27.5,86.25,286.8504,290.26706
2022-05-04 00:00:00,27.5,86.5,283.5612,287.13498
2022-05-04 00:00:00,27.5,86.75,279.89874,284.48938
2022-05-04 00:00:00,27.5,87.0,276.7945,282.38147
2022-05-04 00:00:00,27.5,87.25,275.13132,281.66653
2022-05-04 00:00:00,27.5,87.5,274.0417,280.64282
2022-05-04 00:00:00,27.5,87.75,273.42853,279.16718
2022-05-04 00:00:00,27.5,88.0,274.63892,278.94406
2022-05-04 00:00:00,27.5,88.25,274.63892,278.94406
2022-05-04 00:00:00,27.5,88.5,277.24997,281.5542
2022-05-04 00:00:00,27.5,88.75,277.67755,282.83008
2022-05-04 00:00:00,27.5,89.0,274.23727,277.15298
2022-05-04 00:00:00,27.5,89.25,271.69333,274.16
2022-05-04 00:00:00,27.5,89.5,273.41245,277.01923
2022-05-04 00:00:00,27.5,89.75,275.67786,278.982
2022-05-04 00:00:00,27.5,90.0,278.99435,281.55948
2022-05-04 00:00:00,27.25,85.5,292.71246,295.94537
2022-05-04 00:00:00,27.25,85.75,292.29514,295.98428
2022-05-04 00:00:00,27.25,86.0,292.29514,295.98428
2022-05-04 00:00:00,27.25,86.25,291.6243,295.19843
2022-05-04 00:00:00,27.25,86.5,289.7952,293.25595
2022-05-04 00:00:00,27.25,86.75,287.90665,291.12012
2022-05-04 00:00:00,27.25,87.0,285.53726,289.07944
2022-05-04 00:00:00,27.25,87.25,284.19495,287.97754
2022-05-04 00:00:00,27.25,87.5,283.79303,287.19672
2022-05-04 00:00:00,27.25,87.75,283.56998,286.37674
2022-05-04 00:00:00,27.25,88.0,284.4115,286.71988
2022-05-04 00:00:00,27.25,88.25,284.4115,286.71988
2022-05-04 00:00:00,27.25,88.5,286.63812,289.06293
2022-05-04 00:00:00,27.25,88.75,287.09213,290.1757
2022-05-04 00:00:00,27.25,89.0,283.6538,286.85934
2022-05-04 00:00:00,27.25,89.25,280.60736,284.2218
2022-05-04 00:00:00,27.25,89.5,279.0782,282.3415
2022-05-04 00:00:00,27.25,89.75,279.2682,281.3121
2022-05-04 00:00:00,27.25,90.0,281.5565,284.7479
2022-05-04 00:00:00,27.0,85.5,292.71246,295.94537
2022-05-04 00:00:00,27.0,85.75,292.29514,295.98428
2022-05-04 00:00:00,27.0,86.0,292.29514,295.98428
2022-05-04 00:00:00,27.0,86.25,291.6243,295.19843
2022-05-04 00:00:00,27.0,86.5,289.7952,293.25595
2022-05-04 00:00:00,27.0,86.75,287.90665,291.12012
2022-05-04 00:00:00,27.0,87.0,285.53726,289.07944
2022-05-04 00:00:00,27.0,87.25,284.19495,287.97754
2022-05-04 00:00:00,27.0,87.5,283.79303,287.19672
2022-05-04 00:00:00,27.0,87.75,283.56998,286.37674
2022-05-04 00:00:00,27.0,88.0,284.4115,286.71988
2022-05-04 00:00:00,27.0,88.25,284.4115,286.71988
2022-05-04 00:00:00,27.0,88.5,286.63812,289.06293
2022-05-04 00:00:00,27.0,88.75,287.09213,290.1757
2022-05-04 00:00:00,27.0,89.0,283.6538,286.85934
2022-05-04 00:00:00,27.0,89.25,280.60736,284.2218
2022-05-04 00:00:00,27.0,89.5,279.0782,282.3415
2022-05-04 00:00:00,27.0,89.75,279.2682,281.3121
2022-05-04 00:00:00,27.0,90.0,281.5565,284.7479
2022-05-04 00:00:00,26.75,85.5,293.1397,294.40228
2022-05-04 00:00:00,26.75,85.75,293.3895,294.84048
2022-05-04 00:00:00,26.75,86.0,293.3895,294.84048
2022-05-04 00:00:00,26.75,86.25,294.11285,295.3012
2022-05-04 00:00:00,26.75,86.5,293.75958,295.26608
2022-05-04 00:00:00,26.75,86.75,292.5169,295.09607
2022-05-04 00:00:00,26.75,87.0,290.80646,294.51578
2022-05-04 00:00:00,26.75,87.25,289.82626,293.64804
2022-05-04 00:00:00,26.75,87.5,289.439,293.02817
2022-05-04 00:00:00,26.75,87.75,289.47107,292.3793
2022-05-04 00:00:00,26.75,88.0,290.1514,292.32092
2022-05-04 00:00:00,26.75,88.25,290.1514,292.32092
2022-05-04 00:00:00,26.75,88.5,291.5506,294.14694
2022-05-04 00:00:00,26.75,88.75,292.20886,296.14127
2022-05-04 00:00:00,26.75,89.0,290.31784,295.13318
2022-05-04 00:00:00,26.75,89.25,288.12186,293.09122
2022-05-04 00:00:00,26.75,89.5,287.13696,291.54837
2022-05-04 00:00:00,26.75,89.75,285.98273,289.22076
2022-05-04 00:00:00,26.75,90.0,287.51913,291.30978
2022-05-04 00:00:00,26.5,85.5,292.792,292.8453
2022-05-04 00:00:00,26.5,85.75,292.9158,292.74878
2022-05-04 00:00:00,26.5,86.0,292.9158,292.74878
2022-05-04 00:00:00,26.5,86.25,293.58328,293.1321
2022-05-04 00:00:00,26.5,86.5,293.6105,293.06396
2022-05-04 00:00:00,26.5,86.75,293.15717,293.1661
2022-05-04 00:00:00,26.5,87.0,292.81387,293.88165
2022-05-04 00:00:00,26.5,87.25,292.83157,293.92902
2022-05-04 00:00:00,26.5,87.5,292.91815,293.93307
2022-05-04 00:00:00,26.5,87.75,293.23135,294.81604
2022-05-04 00:00:00,26.5,88.0,293.5489,295.15433
2022-05-04 00:00:00,26.5,88.25,293.5489,295.15433
2022-05-04 00:00:00,26.5,88.5,293.56207,294.83435
2022-05-04 00:00:00,26.5,88.75,293.27362,295.18207
2022-05-04 00:00:00,26.5,89.0,292.39923,294.95932
2022-05-04 00:00:00,26.5,89.25,291.49625,294.5159
2022-05-04 00:00:00,26.5,89.5,291.44025,294.66898
2022-05-04 00:00:00,26.5,89.75,291.7882,293.1916
2022-05-04 00:00:00,26.5,90.0,292.29208,293.14465
2022-05-04 00:00:00,26.25,85.5,292.78842,292.3751
2022-05-04 00:00:00,26.25,85.75,292.92996,292.1635
2022-05-04 00:00:00,26.25,86.0,292.92996,292.1635
2022-05-04 00:00:00,26.25,86.25,293.27237,292.46503
2022-05-04 00:00:00,26.25,86.5,293.48276,292.89795
2022-05-04 00:00:00,26.25,86.75,293.19562,292.92847
2022-05-04 00:00:00,26.25,87.0,292.8478,292.97296
2022-05-04 00:00:00,26.25,87.25,293.11703,293.05258
2022-05-04 00:00:00,26.25,87.5,293.70044,293.36365
2022-05-04 00:00:00,26.25,87.75,294.06137,293.97623
2022-05-04 00:00:00,26.25,88.0,293.98398,294.22443
2022-05-04 00:00:00,26.25,88.25,293.98398,294.22443
2022-05-04 00:00:00,26.25,88.5,293.61945,294.30243
2022-05-04 00:00:00,26.25,88.75,293.28412,294.58374
2022-05-04 00:00:00,26.25,89.0,293.07468,293.90167
2022-05-04 00:00:00,26.25,89.25,292.98544,292.88425
2022-05-04 00:00:00,26.25,89.5,293.29037,292.69742
2022-05-04 00:00:00,26.25,89.75,293.64755,292.55817
2022-05-04 00:00:00,26.25,90.0,293.76282,292.84628
2022-05-04 00:00:00,26.0,85.5,294.20755,292.64185
2022-05-04 00:00:00,26.0,85.75,294.2092,292.80045
2022-05-04 00:00:00,26.0,86.0,294.2092,292.80045
2022-05-04 00:00:00,26.0,86.25,294.16293,292.8887
2022-05-04 00:00:00,26.0,86.5,294.07336,293.32846
2022-05-04 00:00:00,26.0,86.75,294.05612,293.5144
2022-05-04 00:00:00,26.0,87.0,293.97223,293.7004
2022-05-04 00:00:00,26.0,87.25,293.97714,294.04297
2022-05-04 00:00:00,26.0,87.5,294.0472,294.32974
2022-05-04 00:00:00,26.0,87.75,293.99396,294.42346
2022-05-04 00:00:00,26.0,88.0,293.88107,294.44812
2022-05-04 00:00:00,26.0,88.25,293.88107,294.44812
2022-05-04 00:00:00,26.0,88.5,293.80273,294.53024
2022-05-04 00:00:00,26.0,88.75,293.7312,294.56335
2022-05-04 00:00:00,26.0,89.0,293.7698,294.45605
2022-05-04 00:00:00,26.0,89.25,293.8498,294.30832
2022-05-04 00:00:00,26.0,89.5,293.8179,293.76328
2022-05-04 00:00:00,26.0,89.75,293.75275,293.67914
2022-05-04 00:00:00,26.0,90.0,293.8119,293.9676
2022-05-04 00:00:00,25.75,85.5,296.07672,292.87875
2022-05-04 00:00:00,25.75,85.75,295.67346,293.25378
2022-05-04 00:00:00,25.75,86.0,295.67346,293.25378
2022-05-04 00:00:00,25.75,86.25,295.3883,293.71884
2022-05-04 00:00:00,25.75,86.5,295.2262,293.4869
2022-05-04 00:00:00,25.75,86.75,294.7702,293.16525
2022-05-04 00:00:00,25.75,87.0,294.41763,293.95938
2022-05-04 00:00:00,25.75,87.25,294.01416,294.8571
2022-05-04 00:00:00,25.75,87.5,293.5298,295.19012
2022-05-04 00:00:00,25.75,87.75,293.31512,295.29272
2022-05-04 00:00:00,25.75,88.0,293.45184,295.48013
2022-05-04 00:00:00,25.75,88.25,293.45184,295.48013
2022-05-04 00:00:00,25.75,88.5,293.71832,295.72934
2022-05-04 00:00:00,25.75,88.75,293.95126,295.92883
2022-05-04 00:00:00,25.75,89.0,294.05878,295.86765
2022-05-04 00:00:00,25.75,89.25,294.08392,295.48807
2022-05-04 00:00:00,25.75,89.5,293.99277,295.39365
2022-05-04 00:00:00,25.75,89.75,293.85526,296.07385
2022-05-04 00:00:00,25.75,90.0,293.14484,295.11716
2022-05-04 00:00:00,25.5,85.5,296.63333,293.8377
2022-05-04 00:00:00,25.5,85.75,296.95572,293.5568
2022-05-04 00:00:00,25.5,86.0,296.95572,293.5568
2022-05-04 00:00:00,25.5,86.25,296.7143,293.03543
2022-05-04 00:00:00,25.5,86.5,296.15427,292.79193
2022-05-04 00:00:00,25.5,86.75,295.37897,292.99335
2022-05-04 00:00:00,25.5,87.0,294.9383,293.70944
2022-05-04 00:00:00,25.5,87.25,294.37366,294.39847
2022-05-04 00:00:00,25.5,87.5,293.6756,294.95456
2022-05-04 00:00:00,25.5,87.75,293.28345,295.37692
2022-05-04 00:00:00,25.5,88.0,293.3517,295.66272
2022-05-04 00:00:00,25.5,88.25,293.3517,295.66272
2022-05-04 00:00:00,25.5,88.5,293.7631,296.139
2022-05-04 00:00:00,25.5,88.75,294.25583,296.9893
2022-05-04 00:00:00,25.5,89.0,294.4288,297.4577
2022-05-04 00:00:00,25.5,89.25,294.2671,296.87936
2022-05-04 00:00:00,25.5,89.5,293.99756,296.715
2022-05-04 00:00:00,25.5,89.75,293.9354,297.41245
2022-05-04 00:00:00,25.5,90.0,293.22702,295.2699
2022-05-04 00:00:00,25.25,85.5,296.2385,295.49603
2022-05-04 00:00:00,25.25,85.75,297.27728,295.13293
2022-05-04 00:00:00,25.25,86.0,297.27728,295.13293
2022-05-04 00:00:00,25.25,86.25,297.25504,294.03387
2022-05-04 00:00:00,25.25,86.5,296.49664,293.43436
2022-05-04 00:00:00,25.25,86.75,295.523,293.48108
2022-05-04 00:00:00,25.25,87.0,294.9274,293.69464
2022-05-04 00:00:00,25.25,87.25,294.46484,293.75082
2022-05-04 00:00:00,25.25,87.5,294.01328,294.07114
2022-05-04 00:00:00,25.25,87.75,294.01108,294.82758
2022-05-04 00:00:00,25.25,88.0,294.18317,295.3763
